 education, marital-status, occupation, relationship, sex, native-country,age, education-num, capital-gain, capital-loss, hours-per-week, income
 Masters, Married-civ-spouse, Craft-repair, Husband, Male, United-States,39,14,0,0,55, >50K
 Prof-school, Married-civ-spouse, Prof-specialty, Wife, Female, United-States,36,15,15024,0,45, >50K
 10th, Married-civ-spouse, Craft-repair, Husband, Male, United-States,51,6,0,0,40, >50K
 11th, Never-married, Other-service, Own-child, Male, United-States,18,7,0,0,12, <=50K
 Some-college, Divorced, Adm-clerical, Not-in-family, Male, United-States,32,10,0,0,48, <=50K
 Bachelors, Divorced, Other-service, Not-in-family, Female, United-States,56,13,0,0,32, <=50K
 Assoc-acdm, Never-married, Protective-serv, Not-in-family, Male, United-States,35,12,0,0,40, <=50K
 12th, Widowed, Sales, Unmarried, Female, United-States,63,8,0,0,40, <=50K
 HS-grad, Married-civ-spouse, Exec-managerial, Husband, Male, United-States,61,9,0,0,50, >50K
 Some-college, Never-married, Other-service, Own-child, Male, United-States,23,10,0,0,40, <=50K
 Masters, Married-civ-spouse, Prof-specialty, Husband, Male, United-States,52,14,0,0,50, >50K
 HS-grad, Never-married, Sales, Not-in-family, Male, United-States,19,9,0,0,50, <=50K
 Masters, Married-civ-spouse, Prof-specialty, Husband, Male, United-States,33,14,0,0,50, >50K
 Bachelors, Married-civ-spouse, Sales, Husband, Male, United-States,35,13,0,0,50, <=50K
 HS-grad, Divorced, Transport-moving, Not-in-family, Female, United-States,35,9,0,0,60, >50K
 Prof-school, Married-civ-spouse, Prof-specialty, Wife, Female, United-States,38,15,0,0,40, <=50K
 Bachelors, Never-married, Adm-clerical, Not-in-family, Female, United-States,23,13,0,0,60, <=50K
 Assoc-voc, Divorced, Tech-support, Not-in-family, Male, United-States,22,11,0,0,60, <=50K
 HS-grad, Never-married, Handlers-cleaners, Not-in-family, Male, United-States,20,9,0,0,40, <=50K
 HS-grad, Never-married, Handlers-cleaners, Not-in-family, Male, United-States,19,9,0,0,40, <=50K
 HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Male, United-States,47,9,0,0,40, >50K
 11th, Married-civ-spouse, Craft-repair, Husband, Male, United-States,59,7,0,0,40, <=50K
 HS-grad, Never-married, Sales, Own-child, Female, United-States,38,9,0,0,40, <=50K
 HS-grad, Married-civ-spouse, Other-service, Husband, Male, United-States,36,9,0,0,50, <=50K
 5th-6th, Never-married, Other-service, Other-relative, Male, Mexico,27,3,0,0,40, <=50K
 Assoc-voc, Married-civ-spouse, Transport-moving, Husband, Male, United-States,24,11,0,0,40, <=50K
 HS-grad, Never-married, Other-service, Own-child, Female, Jamaica,35,9,0,0,35, <=50K
 Some-college, Never-married, Other-service, Other-relative, Male, Haiti,22,10,0,0,39, <=50K
 HS-grad, Married-civ-spouse, Transport-moving, Husband, Male, United-States,37,9,0,0,52, <=50K
 HS-grad, Married-civ-spouse, Craft-repair, Husband, Male, United-States,36,9,7298,0,40, >50K
 HS-grad, Separated, Other-service, Not-in-family, Female, United-States,28,9,0,0,25, <=50K
 HS-grad, Married-civ-spouse, Sales, Wife, Female, United-States,55,9,0,0,50, <=50K
 5th-6th, Married-civ-spouse, ?, Wife, Female, United-States,29,3,0,0,40, <=50K
 Bachelors, Married-civ-spouse, Sales, Husband, Male, United-States,32,13,0,0,44, <=50K
 Some-college, Divorced, ?, Other-relative, Female, United-States,66,10,0,0,35, <=50K
 Some-college, Married-spouse-absent, Craft-repair, Other-relative, Male, United-States,47,10,0,0,45, <=50K
 Bachelors, Never-married, Other-service, Not-in-family, Female, United-States,23,13,0,0,40, <=50K
 Masters, Divorced, Prof-specialty, Not-in-family, Female, United-States,50,14,0,0,45, <=50K
 HS-grad, Married-civ-spouse, Farming-fishing, Husband, Male, United-States,40,9,0,0,84, <=50K
 HS-grad, Never-married, Machine-op-inspct, Not-in-family, Female, United-States,51,9,0,1590,40, <=50K
 HS-grad, Never-married, Prof-specialty, Not-in-family, Female, United-States,34,9,0,1669,45, <=50K
 Bachelors, Never-married, Protective-serv, Not-in-family, Female, United-States,28,13,0,0,40, <=50K
 Doctorate, Married-civ-spouse, Prof-specialty, Husband, Male, Germany,52,16,0,1887,70, >50K
 HS-grad, Married-civ-spouse, Exec-managerial, Husband, Male, United-States,39,9,3103,0,60, >50K
 Bachelors, Married-civ-spouse, Adm-clerical, Husband, Male, United-States,43,13,0,0,40, >50K
 Bachelors, Never-married, Prof-specialty, Own-child, Female, United-States,36,13,0,0,35, >50K
 Bachelors, Never-married, Prof-specialty, Own-child, Female, United-States,25,13,0,0,15, <=50K
 Some-college, Divorced, Adm-clerical, Unmarried, Female, United-States,42,10,0,0,38, <=50K
 Some-college, Married-civ-spouse, Transport-moving, Husband, Male, Germany,35,10,0,0,40, <=50K
 Masters, Married-civ-spouse, Exec-managerial, Husband, Male, United-States,43,14,7688,0,53, >50K
 HS-grad, Married-civ-spouse, Craft-repair, Husband, Male, United-States,34,9,0,0,40, <=50K
 Bachelors, Married-civ-spouse, Exec-managerial, Husband, Male, United-States,50,13,0,0,38, >50K
 Some-college, Married-civ-spouse, Transport-moving, Husband, Male, United-States,30,10,0,0,60, <=50K
 Masters, Married-civ-spouse, Prof-specialty, Husband, Male, United-States,44,14,0,0,44, >50K
 Assoc-voc, Married-civ-spouse, Craft-repair, Husband, Male, United-States,52,11,0,0,40, <=50K
 Assoc-acdm, Married-civ-spouse, Sales, Husband, Male, United-States,35,12,0,0,60, <=50K
 Assoc-voc, Divorced, Prof-specialty, Not-in-family, Male, United-States,36,11,0,0,40, >50K
 Bachelors, Never-married, Exec-managerial, Own-child, Female, Taiwan,30,13,0,0,52, <=50K
 Bachelors, Married-civ-spouse, Sales, Husband, Male, United-States,36,13,15024,0,45, >50K
 Bachelors, Never-married, Exec-managerial, Not-in-family, Female, United-States,39,13,0,0,40, <=50K
 1st-4th, Married-civ-spouse, Farming-fishing, Husband, Male, Mexico,25,2,0,0,96, <=50K
 Bachelors, Never-married, Tech-support, Not-in-family, Male, United-States,26,13,0,0,40, <=50K
 HS-grad, Never-married, Sales, Own-child, Female, United-States,20,9,0,0,20, <=50K
 Some-college, Never-married, Protective-serv, Own-child, Male, United-States,20,10,0,0,40, <=50K
 5th-6th, Married-civ-spouse, ?, Husband, Male, United-States,70,3,0,0,20, <=50K
 HS-grad, Never-married, Transport-moving, Own-child, Male, United-States,26,9,0,0,50, <=50K
 Some-college, Never-married, Adm-clerical, Not-in-family, Female, United-States,24,10,0,0,35, <=50K
 Bachelors, Married-civ-spouse, Tech-support, Husband, Male, United-States,48,13,0,0,40, >50K
 HS-grad, Divorced, Priv-house-serv, Unmarried, Female, United-States,62,9,0,0,99, <=50K
 HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Male, United-States,48,9,0,0,40, <=50K
 Bachelors, Married-civ-spouse, Sales, Husband, Male, United-States,52,13,0,0,40, >50K
 Bachelors, Never-married, Sales, Not-in-family, Male, United-States,25,13,0,0,44, <=50K
 5th-6th, Married-civ-spouse, Machine-op-inspct, Husband, Male, United-States,58,3,0,0,40, <=50K
 Bachelors, Never-married, Prof-specialty, Not-in-family, Female, United-States,40,13,0,0,45, <=50K
 Some-college, Married-civ-spouse, ?, Wife, Female, United-States,29,10,0,0,40, <=50K
 7th-8th, Married-civ-spouse, Exec-managerial, Husband, Male, ?,45,4,0,0,52, <=50K
 Some-college, Never-married, Other-service, Other-relative, Female, United-States,19,10,0,0,20, <=50K
 11th, Never-married, Handlers-cleaners, Not-in-family, Male, United-States,37,7,0,0,40, <=50K
 11th, Married-civ-spouse, Machine-op-inspct, Husband, Male, Puerto-Rico,23,7,0,0,40, <=50K
 HS-grad, Divorced, Craft-repair, Not-in-family, Male, United-States,31,9,0,0,60, <=50K
 7th-8th, Married-civ-spouse, Craft-repair, Husband, Male, United-States,64,4,0,0,20, <=50K
 Some-college, Never-married, Adm-clerical, Own-child, Female, United-States,28,10,0,0,16, <=50K
 HS-grad, Never-married, Craft-repair, Own-child, Male, United-States,32,9,0,0,40, <=50K
 Some-college, Divorced, Adm-clerical, Not-in-family, Female, United-States,49,10,0,0,44, <=50K
 Some-college, Divorced, Adm-clerical, Not-in-family, Female, United-States,35,10,0,0,40, >50K
 Some-college, Never-married, ?, Own-child, Female, United-States,19,10,0,0,35, <=50K
 Doctorate, Married-civ-spouse, Exec-managerial, Husband, Male, United-States,45,16,0,0,45, >50K
 12th, Married-civ-spouse, Transport-moving, Husband, Male, United-States,39,8,15024,0,70, >50K
 Some-college, Never-married, Adm-clerical, Not-in-family, Female, ?,55,10,0,2339,45, <=50K
 Bachelors, Divorced, Other-service, Unmarried, Female, South,46,13,0,0,60, >50K
 Some-college, Never-married, Adm-clerical, Own-child, Female, United-States,19,10,0,0,16, <=50K
 HS-grad, Married-civ-spouse, Machine-op-inspct, Wife, Female, Scotland,29,9,0,0,40, <=50K
 HS-grad, Married-civ-spouse, Protective-serv, Own-child, Male, United-States,25,9,0,0,35, <=50K
 Bachelors, Never-married, Adm-clerical, Not-in-family, Female, United-States,37,13,0,0,40, <=50K
 HS-grad, Never-married, Adm-clerical, Unmarried, Male, United-States,30,9,0,0,40, <=50K
 HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Male, Philippines,28,9,0,0,40, <=50K
 Some-college, Separated, Adm-clerical, Unmarried, Female, United-States,36,10,6497,0,56, <=50K
 Some-college, Never-married, Exec-managerial, Unmarried, Female, United-States,32,10,0,0,35, <=50K
 11th, Never-married, Machine-op-inspct, Not-in-family, Male, United-States,34,7,0,0,40, <=50K
 HS-grad, Never-married, Adm-clerical, Not-in-family, Female, United-States,34,9,0,0,36, <=50K
 Some-college, Never-married, Sales, Own-child, Female, United-States,20,10,0,0,40, <=50K
 Masters, Never-married, Transport-moving, Own-child, Male, United-States,27,14,0,0,40, <=50K
 HS-grad, Married-civ-spouse, Adm-clerical, Wife, Female, United-States,36,9,0,0,40, <=50K
 Some-college, Married-civ-spouse, Sales, Husband, Male, United-States,35,10,0,0,40, <=50K
 HS-grad, Divorced, Exec-managerial, Not-in-family, Male, United-States,37,9,0,0,35, <=50K
 HS-grad, Married-civ-spouse, Craft-repair, Husband, Male, United-States,32,9,0,0,50, <=50K
 Masters, Never-married, Prof-specialty, Not-in-family, Female, United-States,32,14,0,0,20, <=50K
 HS-grad, Divorced, Sales, Not-in-family, Female, United-States,52,9,0,0,48, <=50K
 Some-college, Married-civ-spouse, Craft-repair, Husband, Male, United-States,50,10,0,0,40, >50K
 HS-grad, Never-married, Other-service, Not-in-family, Female, United-States,23,9,0,0,30, <=50K
 HS-grad, Married-civ-spouse, Craft-repair, Husband, Male, United-States,25,9,0,0,45, <=50K
 Preschool, Never-married, Farming-fishing, Not-in-family, Male, Mexico,21,1,0,0,50, <=50K
 HS-grad, Divorced, Sales, Not-in-family, Female, United-States,31,9,0,0,32, <=50K
 Some-college, Married-civ-spouse, Other-service, Wife, Female, United-States,31,10,0,0,30, <=50K
 Assoc-voc, Separated, Other-service, Not-in-family, Male, United-States,41,11,0,0,40, <=50K
 Some-college, Married-civ-spouse, Tech-support, Husband, Male, United-States,47,10,0,0,60, <=50K
 Some-college, Never-married, ?, Own-child, Female, United-States,20,10,0,0,10, <=50K
 Some-college, Never-married, Adm-clerical, Not-in-family, Female, United-States,20,10,0,0,45, <=50K
 10th, Divorced, Machine-op-inspct, Not-in-family, Female, United-States,29,6,0,0,25, <=50K
 Some-college, Widowed, Adm-clerical, Not-in-family, Female, United-States,51,10,0,0,40, <=50K
 Bachelors, Married-civ-spouse, Prof-specialty, Wife, Female, United-States,30,13,0,0,33, >50K
 Some-college, Never-married, ?, Not-in-family, Female, United-States,23,10,0,0,12, <=50K
 Bachelors, Married-civ-spouse, Adm-clerical, Husband, Male, United-States,48,13,0,0,35, >50K
 HS-grad, Separated, Exec-managerial, Not-in-family, Male, United-States,39,9,14344,0,40, >50K
 Bachelors, Married-civ-spouse, Sales, Husband, Male, United-States,62,13,0,0,35, <=50K
 Bachelors, Never-married, Other-service, Not-in-family, Male, United-States,22,13,0,0,30, <=50K
 Bachelors, Married-civ-spouse, Exec-managerial, Husband, Male, United-States,46,13,7688,0,40, >50K
 Masters, Married-civ-spouse, Prof-specialty, Husband, Male, United-States,51,14,0,1977,35, >50K
 HS-grad, Never-married, Sales, Not-in-family, Female, United-States,20,9,0,0,32, <=50K
 Assoc-acdm, Married-civ-spouse, Sales, Husband, Male, United-States,40,12,15024,0,50, >50K
 Bachelors, Never-married, Tech-support, Not-in-family, Male, United-States,31,13,0,0,40, <=50K
 Some-college, Never-married, Craft-repair, Own-child, Male, United-States,30,10,0,0,40, <=50K
 HS-grad, Married-civ-spouse, Adm-clerical, Wife, Female, United-States,52,9,0,0,38, <=50K
 HS-grad, Never-married, Prof-specialty, Other-relative, Female, United-States,20,9,0,0,40, <=50K
 Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, Male, United-States,37,11,0,0,40, >50K
 Bachelors, Widowed, Other-service, Not-in-family, Female, United-States,65,13,0,0,40, <=50K
 Bachelors, Never-married, Prof-specialty, Not-in-family, Male, United-States,40,13,4650,0,40, <=50K
 Bachelors, Married-civ-spouse, Protective-serv, Husband, Male, United-States,60,13,7298,0,48, >50K
 HS-grad, Never-married, Craft-repair, Not-in-family, Male, Ireland,27,9,0,0,35, <=50K
 Bachelors, Married-civ-spouse, Sales, Husband, Male, United-States,62,13,0,0,60, >50K
 HS-grad, Divorced, Sales, Not-in-family, Female, United-States,53,9,0,0,35, <=50K
 Bachelors, Married-civ-spouse, Sales, Husband, Male, United-States,38,13,0,0,50, >50K
 Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, Male, United-States,49,11,0,0,40, <=50K
 HS-grad, Never-married, Machine-op-inspct, Own-child, Male, United-States,21,9,0,0,40, <=50K
 Some-college, Never-married, Adm-clerical, Own-child, Male, United-States,18,10,0,0,40, <=50K
 Bachelors, Never-married, Prof-specialty, Other-relative, Male, United-States,25,13,0,0,40, <=50K
 11th, Married-civ-spouse, Craft-repair, Husband, Male, United-States,36,7,0,0,40, <=50K
 HS-grad, Married-civ-spouse, Exec-managerial, Husband, Male, United-States,52,9,0,0,55, >50K
 Some-college, Never-married, Tech-support, Own-child, Male, United-States,19,10,0,0,14, <=50K
 Bachelors, Never-married, Adm-clerical, Not-in-family, Female, United-States,23,13,0,0,40, <=50K
 Bachelors, Married-civ-spouse, Sales, Husband, Male, United-States,63,13,0,0,15, <=50K
 Assoc-voc, Married-civ-spouse, Other-service, Husband, Male, United-States,63,11,0,0,45, <=50K
 Bachelors, Divorced, Sales, Not-in-family, Male, United-States,62,13,99999,0,40, >50K
 Assoc-acdm, Married-civ-spouse, Sales, Husband, Male, United-States,51,12,3103,0,30, >50K
 Some-college, Widowed, Adm-clerical, Not-in-family, Female, United-States,76,10,0,0,30, <=50K
 HS-grad, Married-civ-spouse, Craft-repair, Husband, Male, United-States,50,9,5013,0,45, <=50K
 HS-grad, Married-civ-spouse, Craft-repair, Husband, Male, United-States,45,9,0,0,50, >50K
 Some-college, Divorced, Sales, Own-child, Male, United-States,44,10,0,0,45, >50K
 7th-8th, Married-civ-spouse, Transport-moving, Husband, Male, United-States,51,4,0,0,40, <=50K
 Bachelors, Never-married, Exec-managerial, Own-child, Male, United-States,42,13,4650,0,35, <=50K
 Masters, Married-civ-spouse, Prof-specialty, Husband, Male, United-States,43,14,0,0,40, >50K
 11th, Married-civ-spouse, Machine-op-inspct, Husband, Male, United-States,53,7,0,0,40, <=50K
 Assoc-voc, Married-civ-spouse, Adm-clerical, Husband, Male, United-States,29,11,0,0,40, <=50K
 Some-college, Married-civ-spouse, Prof-specialty, Husband, Male, United-States,41,10,0,0,40, <=50K
 HS-grad, Divorced, Craft-repair, Unmarried, Male, United-States,44,9,0,0,40, <=50K
 10th, Widowed, Other-service, Not-in-family, Female, United-States,35,6,0,1980,40, <=50K
 HS-grad, Married-civ-spouse, Craft-repair, Husband, Male, United-States,27,9,0,0,40, <=50K
 Some-college, Married-civ-spouse, Prof-specialty, Husband, Male, United-States,35,10,0,0,50, <=50K
 Assoc-voc, Widowed, Craft-repair, Not-in-family, Female, United-States,60,11,0,0,30, <=50K
 Some-college, Divorced, Exec-managerial, Not-in-family, Male, United-States,49,10,14344,0,45, >50K
 Bachelors, Married-civ-spouse, Exec-managerial, Husband, Male, United-States,33,13,0,0,45, <=50K
 Bachelors, Married-civ-spouse, Sales, Husband, Male, United-States,35,13,0,0,40, >50K
 Some-college, Married-civ-spouse, Adm-clerical, Husband, Male, United-States,31,10,0,0,38, <=50K
 HS-grad, Married-civ-spouse, Adm-clerical, Husband, Male, United-States,54,9,7298,0,60, >50K
 Doctorate, Married-civ-spouse, Prof-specialty, Husband, Male, United-States,57,16,0,0,35, <=50K
 9th, Never-married, Craft-repair, Own-child, Male, United-States,30,5,0,0,45, <=50K
 10th, Never-married, Machine-op-inspct, Not-in-family, Male, Vietnam,45,6,0,0,40, <=50K
 Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Male, United-States,41,10,7298,0,42, >50K
 Bachelors, Never-married, Other-service, Own-child, Male, United-States,25,13,0,0,18, <=50K
 Some-college, Married-civ-spouse, Exec-managerial, Husband, Male, United-States,51,10,0,0,40, >50K
 5th-6th, Separated, Adm-clerical, Other-relative, Male, El-Salvador,42,3,0,0,40, <=50K
 Assoc-voc, Never-married, Handlers-cleaners, Not-in-family, Male, United-States,28,11,0,0,45, <=50K
 10th, Married-civ-spouse, ?, Wife, Female, Cuba,47,6,0,0,20, <=50K
 Bachelors, Divorced, Tech-support, Not-in-family, Male, United-States,53,13,0,0,40, <=50K
 Bachelors, Never-married, Exec-managerial, Not-in-family, Female, United-States,31,13,13550,0,50, >50K
 11th, Married-civ-spouse, Other-service, Husband, Male, United-States,46,7,7688,0,40, >50K
 HS-grad, Never-married, Adm-clerical, Other-relative, Female, United-States,25,9,0,0,40, <=50K
 HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Male, United-States,47,9,0,0,40, <=50K
 Bachelors, Married-civ-spouse, Prof-specialty, Husband, Male, ?,26,13,0,0,50, <=50K
 HS-grad, Married-civ-spouse, Transport-moving, Husband, Male, United-States,30,9,0,0,40, <=50K
 HS-grad, Married-civ-spouse, Craft-repair, Husband, Male, United-States,48,9,0,0,40, <=50K
 Some-college, Never-married, Other-service, Own-child, Male, United-States,22,10,0,0,40, <=50K
 Some-college, Married-civ-spouse, Craft-repair, Husband, Male, United-States,32,10,0,0,30, <=50K
 Doctorate, Never-married, Prof-specialty, Not-in-family, Male, United-States,33,16,0,0,45, >50K
